id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Journal impact factor>
2938	univ ale.. (uyal-non-standard)	<table><tr><td>UNIV ALETHEIA (UYAL-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2458	-0.5073	15	1	1	1	1
2939	motorola..obility inc (moti-c)	<table><tr><td>MOTOROLA MOBILITY INC (MOTI-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7546	-0.4558	16	1	1	1	1
2940	motorola..obility llc (moti-c)	<table><tr><td>MOTOROLA MOBILITY LLC (MOTI-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.793	-0.5352	16	1	1	1	1
2941	zju deqi.. (zjud-non-standard)	<table><tr><td>ZJU DEQING ADVANCED TECHNOLOGY & IND RES (ZJUD-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.708	0.8073	4	1	1	1	1
2942	beijing .. (beij-non-standard)	<table><tr><td>BEIJING QIBAO XINAN TECHNOLOGY CO LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8575	0.5	4	1	1	1	1
2943	univ fuj..spital affi (uyfj-c)	<table><tr><td>UNIV FUJIAN SECOND PEOPLES HOSPITAL AFFI (UYFJ-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3408	-0.7658	4	1	1	1	1
2944	krishnam.. a (kris-individual)	<table><tr><td>KRISHNAMURTHY A (KRIS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4618	-0.1916	9	1	1	1	1
2945	b m s te.. (bmst-non-standard)	<table><tr><td>B M S TECHNOLOGY & MANAGEMENT INST (BMST-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8929	0.9581	9	1	1	1	1
2946	mangat v (mang-individual)	<table><tr><td>MANGAT V (MANG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6573	0.6328	9	1	1	1	1
2947	univ pan.. (uypa-non-standard)	<table><tr><td>UNIV PANJAB ENG & TECHNOLOGY INST (UYPA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8019	0.3537	9	1	1	1	1
2948	prasanal.. b (pras-individual)	<table><tr><td>PRASANALAKSHMI B (PRAS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4894	0.9173	9	1	1	1	1
2949	chand s (chan-individual)	<table><tr><td>CHAND S (CHAN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1127	-0.3634	9	1	1	1	1
2950	angtong .. (angt-non-standard)	<table><tr><td>ANGTONG TECHNOLOGY SHANGHAI CO LTD (ANGT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9191	0.4046	4	1	1	1	1
2951	verizon media inc (vezn-c)	<table><tr><td>VERIZON MEDIA INC (VEZN-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5057	0.1548	16	1	1	1	1
2952	yahoo ad tech llc (yaho-c)	<table><tr><td>YAHOO AD TECH LLC (YAHO-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5393	-0.0057	16	1	1	1	1
2953	beijing .. (beij-non-standard)	<table><tr><td>BEIJING DAOKOUJINKE TECHNOLOGY CO LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1029	0.5368	4	1	1	1	1
2954	kaur a (kaur-individual)	<table><tr><td>KAUR A (KAUR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3252	0.9837	9	1	1	1	1
2955	bairagi p p (bair-individual)	<table><tr><td>BAIRAGI P P (BAIR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1978	0.716	9	1	1	1	1
2956	biswas d (bisw-individual)	<table><tr><td>BISWAS D (BISW-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5147	0.2989	9	1	1	1	1
2957	dubey r k (dube-individual)	<table><tr><td>DUBEY R K (DUBE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6677	0.7028	9	1	1	1	1
2958	garg t (garg-individual)	<table><tr><td>GARG T (GARG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6368	0.5239	9	1	1	1	1
2959	goyal r (goya-individual)	<table><tr><td>GOYAL R (GOYA-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.5145	0.4802	9	2	2	2	1
2960	amazon t..ologies inc (amaz-c)	<table><tr><td>AMAZON TECHNOLOGIES INC (AMAZ-C)</td></tr><tr><td>Peso: 5</td></tr></table>	-0.3006	-0.728	16	5	5	5	1
2961	kathires.. k (kath-individual)	<table><tr><td>KATHIRESAN S K (KATH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5849	-0.4327	9	1	1	1	1
2962	nallamal.. h (nall-individual)	<table><tr><td>NALLAMALA S H (NALL-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.798	0.0977	9	1	1	1	1
2963	singla a (sing-individual)	<table><tr><td>SINGLA A (SING-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2021	-0.3884	9	1	1	1	1
2964	singh v (sing-individual)	<table><tr><td>SINGH V (SING-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.3036	-0.9747	9	2	2	2	1
2965	gaur a (gaur-individual)	<table><tr><td>GAUR A (GAUR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.305	0.1308	9	1	1	1	1
2966	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI TONGYAN CIVIL ENG TECHNOLOGY CO (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9165	-0.4212	4	1	1	1	1
2967	zhongsha.. (zhon-non-standard)	<table><tr><td>ZHONGSHAN SAIBOTAN INTELLIGENT TECHNOLOG (ZHON-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6751	0.3362	4	1	1	1	1
2968	optima o.. (opti-non-standard)	<table><tr><td>OPTIMA OPTICAL TECHNOLOGY SHENZHEN CO (OPTI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1269	0.2876	4	1	1	1	1
2969	beijing .. (beij-non-standard)	<table><tr><td>BEIJING CHANGMUGU MEDICAL TECHNOLOGY CO (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4516	0.7342	4	1	1	1	1
2970	changmug.. (chan-non-standard)	<table><tr><td>CHANGMUGU MEDICAL TECHNOLOGY QINGDAO CO LTD (CHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8636	0.1236	4	1	1	1	1
2971	changmug.. (chan-non-standard)	<table><tr><td>CHANGMUGU MEDICAL TECHNOLOGY QINGDAO CO (CHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6854	-0.9589	4	1	1	1	1
2972	zena inc (zena-non-standard)	<table><tr><td>ZENA INC (ZENA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7763	-0.3692	11	1	1	1	1
2973	univ bei..ng jiaotong (ubji-c)	<table><tr><td>UNIV BEIJING JIAOTONG (UBJI-C)</td></tr><tr><td>Peso: 12</td></tr></table>	-0.3025	0.0627	4	13	13	13	1
2974	sap ag (ssap-c)	<table><tr><td>SAP AG (SSAP-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.2963	-0.55	6	3	3	3	1
2975	intellig.. (inte-non-standard)	<table><tr><td>INTELLIGENT VIEWS GMBH (INTE-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.5475	0.8113	6	2	2	2	1
2976	heidasch r (heid-individual)	<table><tr><td>HEIDASCH R (HEID-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2468	-0.2324	6	1	1	1	1
2977	scheidl s (sche-individual)	<table><tr><td>SCHEIDL S (SCHE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3939	0.4889	6	1	1	1	1
2978	reichenb.. k (reic-individual)	<table><tr><td>REICHENBERGER K (REIC-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1916	0.779	6	1	1	1	1
2979	moldaner s (mold-individual)	<table><tr><td>MOLDANER S (MOLD-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5881	-0.1804	6	1	1	1	1
2980	heimann a (heim-individual)	<table><tr><td>HEIMANN A (HEIM-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.31	-0.4915	6	1	1	1	1
2981	brand s (bran-individual)	<table><tr><td>BRAND S (BRAN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4864	-0.4234	6	1	1	1	1
2982	licht n (lich-individual)	<table><tr><td>LICHT N (LICH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7399	-0.6245	6	1	1	1	1
2983	neumann m (neum-individual)	<table><tr><td>NEUMANN M (NEUM-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7353	0.8657	6	1	1	1	1
2984	meinel c (mein-individual)	<table><tr><td>MEINEL C (MEIN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8093	-0.1316	6	1	1	1	1
2985	jiangyin.. (jian-non-standard)	<table><tr><td>JIANGYIN HUAXI CHEM DOCK CO LTD (JIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3758	-0.2284	4	1	1	1	1
2986	beijing .. technology (hual-c)	<table><tr><td>BEIJING E-HUALU INFORMATION TECHNOLOGY (HUAL-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3038	0.8041	4	1	1	1	1
2987	shanxi y.. (shan-non-standard)	<table><tr><td>SHANXI YOUTH VOCATIONAL COLLEGE (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.157	-0.498	4	1	1	1	1
2988	univ shanxi medical (usxm-c)	<table><tr><td>UNIV SHANXI MEDICAL (USXM-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9934	0.304	4	1	1	1	1
2989	univ nor..east normal (uyno-c)	<table><tr><td>UNIV NORTHEAST NORMAL (UYNO-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.6224	0.1091	4	2	2	2	1
2990	chen y (chen-individual)	<table><tr><td>CHEN Y (CHEN-Individual)</td></tr><tr><td>Peso: 5</td></tr></table>	-0.6663	-0.3956	4	5	5	5	1
2991	livin ai.. (livi-non-standard)	<table><tr><td>LIVIN AI INC (LIVI-Non-standard)</td></tr><tr><td>Peso: 4</td></tr></table>	-0.3807	0.6767	11	4	4	4	1
2992	flexxon .. (flex-non-standard)	<table><tr><td>FLEXXON PTE LTD (FLEX-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0607	-0.4348	14	1	1	1	1
2993	beijing ..trol system (sgcc-c)	<table><tr><td>BEIJING BRANCH EAST POWER CONTROL SYSTEM (SGCC-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.617	0.9239	4	2	2	2	1
2994	cent chi..grid co ltd (sgcc-c)	<table><tr><td>CENT CHINA GRID CO LTD (SGCC-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.7492	0.9967	4	2	2	2	1
2995	beijing ..l system co (sgcc-c)	<table><tr><td>BEIJING KEDONG POWER CONTROL SYSTEM CO (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4065	-0.5513	4	1	1	1	1
2996	korea el.. power corp (kepc-c)	<table><tr><td>KOREA ELECTRIC POWER CORP (KEPC-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.1289	-0.7929	11	3	3	3	1
2997	tongling.. group corp (tlnf-c)	<table><tr><td>TONGLING NON-FERROUS METALS GROUP CORP (TLNF-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6885	-0.0443	4	1	1	1	1
2998	zhejiang..es hospital (zpph-c)	<table><tr><td>ZHEJIANG PROV PEOPLES HOSPITAL (ZPPH-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1914	0.6099	4	1	1	1	1
2999	beijing .. (beij-non-standard)	<table><tr><td>BEIJING TRANS WISEWAY INFORMATION SCI (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8368	-0.3939	4	1	1	1	1
3000	dalian p..grid liaoni (sgcc-c)	<table><tr><td>DALIAN POWER SUPPLY CO STATE GRID LIAONI (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1866	0.4917	4	1	1	1	1
3001	heyi inf.. (heyi-non-standard)	<table><tr><td>HEYI INFORMATION TECHNOLOGY BEIJING CO (HEYI-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.3935	0.5631	4	2	2	2	1
3002	state gr..ower co eco (sgcc-c)	<table><tr><td>STATE GRID SICHUAN ELECTRIC POWER CO ECO (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2123	0.6693	4	1	1	1	1
3003	beijing .. technology (hrzn-c)	<table><tr><td>BEIJING HORIZON INFORMATION TECHNOLOGY (HRZN-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2477	0.0118	4	1	1	1	1
3004	naver labs corp (nhnn-c)	<table><tr><td>NAVER LABS CORP (NHNN-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.3253	-0.3003	11	2	2	2	1
3005	zhou y (zhou-individual)	<table><tr><td>ZHOU Y (ZHOU-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.5036	-0.2933	4	2	2	2	1
3006	runlian .. (runl-non-standard)	<table><tr><td>RUNLIAN SOFTWARE SYSTEM SHENZHEN CO LTD (RUNL-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.0141	0.7796	4	2	2	2	1
3007	carter j l (cart-individual)	<table><tr><td>CARTER J L (CART-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6674	0.9077	16	1	1	1	1
3008	univ aff.. (uyaf-non-standard)	<table><tr><td>UNIV AFFILIATED RUIJIN HOSPITAL SHANGHAI (UYAF-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1609	0.8097	4	1	1	1	1
3009	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI WEICHUANG WEIWEI DIAGNOSTICS (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1178	0.7084	4	1	1	1	1
3010	mobifrie.. (mobi-non-standard)	<table><tr><td>MOBIFRIENDS CO LTD (MOBI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5384	-0.6497	11	1	1	1	1
3011	cas obje.. (caso-non-standard)	<table><tr><td>CAS OBJECTEYE BEIJING TECHNOLOGY CO LTD (CASO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5744	0.8795	4	1	1	1	1
3012	batham d (bath-individual)	<table><tr><td>BATHAM D (BATH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1404	-0.3079	5	1	1	1	1
3013	choubey h (chou-individual)	<table><tr><td>CHOUBEY H (CHOU-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6128	0.7312	5	1	1	1	1
3014	dubey r (dube-individual)	<table><tr><td>DUBEY R (DUBE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6934	-0.5366	5	1	1	1	1
3015	mahor v (maho-individual)	<table><tr><td>MAHOR V (MAHO-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3873	-0.7549	5	1	1	1	1
3016	inferenc.. (infe-non-standard)	<table><tr><td>INFERENCE TECHNOLOGIES LLC (INFE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.777	0.472	13	1	1	1	1
3017	univ chi..ng hospital (uymc-c)	<table><tr><td>UNIV CHINA MEDICAL SHENGJING HOSPITAL (UYMC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9755	-0.43	4	1	1	1	1
3018	nat fore.. (nafo-non-standard)	<table><tr><td>NAT FOREST SCI INST (NAFO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3093	-0.2548	11	1	1	1	1
3019	gendron m l (gend-individual)	<table><tr><td>GENDRON M L (GEND-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0135	-0.2645	16	1	1	1	1
3020	layne g j (layn-individual)	<table><tr><td>LAYNE G J (LAYN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5877	-0.2215	16	1	1	1	1
3021	lohrenz m c (lohr-individual)	<table><tr><td>LOHRENZ M C (LOHR-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6411	-0.7732	16	1	1	1	1
3022	us sec of navy (usna-c)	<table><tr><td>US SEC OF NAVY (USNA-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.6945	0.7839	16	3	3	3	1
3023	foshan s.. (fosh-non-standard)	<table><tr><td>FOSHAN SUNNY VISUAL DIGITAL TECHNOLOGY (FOSH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6363	-0.0533	4	1	1	1	1
3024	guangdon.. (guan-non-standard)	<table><tr><td>GUANGDONG GUODI PLANNING TECHNOLOGY CO (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3443	0.2822	4	1	1	1	1
3025	guangzho.. (guan-non-standard)	<table><tr><td>GUANGZHOU LANTU GEOGRAPHIC INFORMATION (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3693	-0.6729	4	1	1	1	1
3026	wuhan yi.. (wuha-non-standard)	<table><tr><td>WUHAN YINXING TECHNOLOGY CO LTD (WUHA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1108	-0.5918	4	1	1	1	1
3027	forsedu .. (fors-non-standard)	<table><tr><td>FORSEDU INC (FORS-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3187	-0.0458	11	1	1	1	1
3028	rspirit .. (rspi-non-standard)	<table><tr><td>RSPIRIT CORP (RSPI-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.4212	-0.7439	11	2	2	2	1
3029	kanna y (kann-individual)	<table><tr><td>KANNA Y (KANN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7734	-0.9025	16	1	1	1	1
3030	nakamura n (naka-individual)	<table><tr><td>NAKAMURA N (NAKA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6983	0.8677	16	1	1	1	1
3031	maycas i.. (mayc-non-standard)	<table><tr><td>MAYCAS INVENTIONS LTD (MAYC-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.3244	-0.9933	18	3	3	3	1
3032	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI BRIGHT INTELLIGENT CURTAIN WALL (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9659	0.1396	4	1	1	1	1
3033	ledgerdo.. (ledg-non-standard)	<table><tr><td>LEDGERDOMAIN LLC (LEDG-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.519	-0.869	16	1	1	1	1
3034	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN AIYUN INFORMATION TECHNOLOGY CO (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9122	0.0303	4	1	1	1	1
3035	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN BBAI INFORMATION TECHNOLOGY CO (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3197	0.7859	4	1	1	1	1
3036	lishui m.. (lish-non-standard)	<table><tr><td>LISHUI MUNICIPAL FACILITIES MANAGEMENT (LISH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2462	-0.6383	4	1	1	1	1
3037	univ yangzhou (uyyz-c)	<table><tr><td>UNIV YANGZHOU (UYYZ-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1033	0.5458	4	1	1	1	1
3038	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI SHENYAO INTELLIGENT TECHNOLOGY CO              LTD (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4938	-0.6127	4	1	1	1	1
3039	xiamen s.. (xiam-non-standard)	<table><tr><td>XIAMEN SHANGJEE NETWORK TECHNOLOGY CO (XIAM-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4529	-0.271	4	1	1	1	1
3040	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI SHENYAO INTELLIGENT TECHNOLOGY (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0092	0.859	4	1	1	1	1
3041	univ sun.. (uysu-non-standard)	<table><tr><td>UNIV SUNMOON IND COOP FOUND (UYSU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0331	0.3359	11	1	1	1	1
3042	swimlane.. (swim-non-standard)	<table><tr><td>SWIMLANE INC (SWIM-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.702	-0.0789	16	1	1	1	1
3043	beijing .. eng co ltd (uypk-c)	<table><tr><td>BEIJING BEIDA SOFTWARE ENG CO LTD (UYPK-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.08	0.0546	4	1	1	1	1
3044	univ tarim (utar-c)	<table><tr><td>UNIV TARIM (UTAR-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.9858	0.7231	4	3	3	3	1
3045	guangzho.. (guan-non-standard)	<table><tr><td>GUANGZHOU SOUTH CHINA NATURAL RESOURCES (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1119	-0.8463	4	1	1	1	1
3046	qinghai .. (qing-non-standard)	<table><tr><td>QINGHAI NATURAL RESOURCES COMPREHENSIVE (QING-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4758	-0.019	4	1	1	1	1
3047	kwok k h (kwok-individual)	<table><tr><td>KWOK K H (KWOK-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.4391	-0.5881	4	2	2	2	1
3048	chery au..bile co ltd (chra-c)	<table><tr><td>CHERY AUTOMOBILE CO LTD (CHRA-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.6479	0.8617	4	2	2	2	1
3049	wuhu xio.. (wuhu-non-standard)	<table><tr><td>WUHU XIONGSHI AUTOMOBILE TECHNOLOGY CO (WUHU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8918	-0.3867	4	1	1	1	1
3050	leechang..un (leec-individual)	<table><tr><td>LEECHANGKEUN (LEEC-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6457	-0.787	11	1	1	1	1
3051	kang m g (kang-individual)	<table><tr><td>KANG M G (KANG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.988	-0.5016	11	1	1	1	1
3052	n2soluti.. (ntwo-non-standard)	<table><tr><td>N2SOLUTION CO LTD (NTWO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3853	-0.9222	11	1	1	1	1
3053	soach inc (soac-non-standard)	<table><tr><td>SOACH INC (SOAC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6526	-0.1802	16	1	1	1	1
3054	zheng y (zhen-individual)	<table><tr><td>ZHENG Y (ZHEN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.926	0.6888	4	1	1	1	1
3055	trax tec.. (trax-non-standard)	<table><tr><td>TRAX TECHNOLOGY SOLUTIONS PTE LTD (TRAX-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.7991	0.8866	16	2	2	2	1
3056	taig r (taig-individual)	<table><tr><td>TAIG R (TAIG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2016	0.3046	16	1	1	1	1
3057	grubshte.. a (grub-individual)	<table><tr><td>GRUBSHTEIN A (GRUB-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2347	0.1468	16	1	1	1	1
3058	cook m (cook-individual)	<table><tr><td>COOK M (COOK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6557	-0.6723	16	1	1	1	1
3059	mhabary z (mhab-individual)	<table><tr><td>MHABARY Z (MHAB-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3138	-0.249	16	1	1	1	1
3060	pomeranz d (pome-individual)	<table><tr><td>POMERANZ D (POME-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7458	-0.1294	16	1	1	1	1
3061	lishner i (lish-individual)	<table><tr><td>LISHNER I (LISH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2393	0.7221	16	1	1	1	1
3062	hangzhou.. (hang-non-standard)	<table><tr><td>HANGZHOU CHINAOLY TECHNOLOGY CO LTD (HANG-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.9827	0.4812	4	2	2	2	1
3063	anhui fo..ics technol (bfeb-c)	<table><tr><td>ANHUI FOUNDER BEIDOU ELECTRONICS TECHNOL (BFEB-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0321	-0.7115	4	1	1	1	1
3064	unis wdc.. (unis-non-standard)	<table><tr><td>UNIS WDC NANJING CO LTD (UNIS-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2752	0.8672	4	1	1	1	1
3065	vetty inc (vett-non-standard)	<table><tr><td>VETTY INC (VETT-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.9229	-0.495	16	2	2	2	1
3066	changzho.. (chan-non-standard)	<table><tr><td>CHANGZHOU HAITU INFORMATION TECHNOLOGY (CHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5644	0.4397	4	1	1	1	1
3067	chevron usa inc (cali-c)	<table><tr><td>CHEVRON USA INC (CALI-C)</td></tr><tr><td>Peso: 4</td></tr></table>	-0.8515	-0.5603	16	4	4	4	1
3068	nice ltd (nics-c)	<table><tr><td>NICE LTD (NICS-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1554	0.6057	16	1	1	1	1
3069	siemens china ltd (siei-c)	<table><tr><td>SIEMENS CHINA LTD (SIEI-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7268	-0.5564	18	1	1	1	1
3070	vijayaraj m (vija-individual)	<table><tr><td>VIJAYARAJ M (VIJA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.634	0.5072	9	1	1	1	1
3071	mohamed s m (moha-individual)	<table><tr><td>MOHAMED S M (MOHA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1246	0.1163	9	1	1	1	1
3072	uveise s.. m (uvei-individual)	<table><tr><td>UVEISE S A M (UVEI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8387	-0.8129	9	1	1	1	1
3073	ramamoor.. s (rama-individual)	<table><tr><td>RAMAMOORTHI S (RAMA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.718	-0.9918	9	1	1	1	1
3074	begum b r (begu-individual)	<table><tr><td>BEGUM B R (BEGU-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1551	-0.0613	9	1	1	1	1
3075	liao w (liao-individual)	<table><tr><td>LIAO W (LIAO-Individual)</td></tr><tr><td>Peso: 3</td></tr></table>	0.1205	0.4128	4	3	3	3	1
3076	zuo d (zuod-individual)	<table><tr><td>ZUO D (ZUOD-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.254	-0.6872	4	1	1	1	1
3077	beike zh..logy co ltd (beik-c)	<table><tr><td>BEIKE ZHAOFANG BEIJING TECHNOLOGY CO LTD (BEIK-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.6943	-0.432	4	2	2	2	1
